index,country,canton,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
91980,Switzerland,AG,2020-12-16,-7.0,2.0,31.0,-22.0,-19.0,10.0
91981,Switzerland,AG,2020-12-17,-5.0,9.0,23.0,-22.0,-16.0,10.0
91982,Switzerland,AG,2020-12-18,-11.0,7.0,33.0,-24.0,-16.0,11.0
91983,Switzerland,AG,2020-12-19,-7.0,5.0,33.0,-24.0,-3.0,8.0
91984,Switzerland,AG,2020-12-20,-40.0,-67.0,27.0,-38.0,-21.0,8.0
91985,Switzerland,AG,2020-12-21,-25.0,16.0,21.0,-33.0,-38.0,15.0
91986,Switzerland,AG,2020-12-22,-29.0,17.0,33.0,-38.0,-42.0,15.0
91987,Switzerland,AG,2020-12-23,-25.0,39.0,32.0,-36.0,-44.0,16.0
91988,Switzerland,AG,2020-12-24,-43.0,16.0,-12.0,-49.0,-65.0,21.0
91989,Switzerland,AG,2020-12-25,-88.0,-92.0,22.0,-70.0,-89.0,30.0
91990,Switzerland,AG,2020-12-26,-84.0,-91.0,75.0,-50.0,-57.0,14.0
91991,Switzerland,AG,2020-12-27,-62.0,-71.0,5.0,-43.0,-30.0,8.0
91992,Switzerland,AG,2020-12-28,-33.0,15.0,9.0,-47.0,-62.0,22.0
91993,Switzerland,AG,2020-12-29,-36.0,5.0,50.0,-48.0,-63.0,22.0
91994,Switzerland,AG,2020-12-30,-35.0,25.0,30.0,-47.0,-62.0,20.0
91995,Switzerland,AG,2020-12-31,-43.0,26.0,28.0,-50.0,-68.0,21.0
91996,Switzerland,AG,2021-01-01,-88.0,-93.0,45.0,-73.0,-88.0,31.0
91997,Switzerland,AG,2021-01-02,-76.0,-60.0,26.0,-53.0,-41.0,14.0
91998,Switzerland,AG,2021-01-03,-61.0,-68.0,25.0,-46.0,-26.0,9.0
91999,Switzerland,AG,2021-01-04,-37.0,6.0,16.0,-37.0,-28.0,15.0
92000,Switzerland,AG,2021-01-05,-40.0,-3.0,20.0,-39.0,-30.0,15.0
92001,Switzerland,AG,2021-01-06,-43.0,-11.0,25.0,-38.0,-31.0,15.0
92002,Switzerland,AG,2021-01-07,-41.0,-3.0,21.0,-35.0,-27.0,15.0
92003,Switzerland,AG,2021-01-08,-46.0,-3.0,22.0,-38.0,-27.0,16.0
92004,Switzerland,AG,2021-01-09,-47.0,-6.0,39.0,-37.0,-19.0,11.0
92005,Switzerland,AG,2021-01-10,-59.0,-72.0,53.0,-39.0,-25.0,7.0
92006,Switzerland,AG,2021-01-11,-39.0,-2.0,32.0,-27.0,-19.0,11.0
92007,Switzerland,AG,2021-01-12,-45.0,-15.0,8.0,-31.0,-22.0,12.0
92008,Switzerland,AG,2021-01-13,-40.0,-4.0,11.0,-29.0,-23.0,11.0
92009,Switzerland,AG,2021-01-14,-45.0,-13.0,-2.0,-28.0,-22.0,12.0
92010,Switzerland,AG,2021-01-15,-49.0,-9.0,18.0,-18.0,-29.0,15.0
92011,Switzerland,AG,2021-01-16,-47.0,-5.0,26.0,-31.0,-20.0,10.0
92012,Switzerland,AG,2021-01-17,-66.0,-68.0,-10.0,-45.0,-26.0,9.0
92013,Switzerland,AG,2021-01-18,-44.0,-6.0,9.0,-28.0,-27.0,13.0
92014,Switzerland,AG,2021-01-19,-43.0,-7.0,26.0,-33.0,-29.0,13.0
92015,Switzerland,AG,2021-01-20,-44.0,-7.0,24.0,-32.0,-29.0,13.0
92016,Switzerland,AG,2021-01-21,-42.0,-3.0,2.0,-34.0,-26.0,14.0
92017,Switzerland,AG,2021-01-22,-46.0,-2.0,3.0,-34.0,-26.0,15.0
92018,Switzerland,AG,2021-01-23,-47.0,-3.0,11.0,-36.0,-19.0,11.0
92019,Switzerland,AG,2021-01-24,-54.0,-30.0,71.0,-25.0,-23.0,6.0
92020,Switzerland,AG,2021-01-25,-44.0,-10.0,2.0,-33.0,-29.0,14.0
92021,Switzerland,AG,2021-01-26,-41.0,-7.0,24.0,-36.0,-30.0,14.0
92022,Switzerland,AG,2021-01-27,-46.0,-12.0,0.0,-36.0,-30.0,14.0
92023,Switzerland,AG,2021-01-28,-41.0,-3.0,-18.0,-38.0,-27.0,15.0
92024,Switzerland,AG,2021-01-29,-44.0,-1.0,-3.0,-36.0,-27.0,15.0
92025,Switzerland,AG,2021-01-30,-46.0,-3.0,-8.0,-40.0,-19.0,11.0
92026,Switzerland,AG,2021-01-31,-60.0,-23.0,27.0,-35.0,-23.0,8.0
92027,Switzerland,AG,2021-02-01,-41.0,-11.0,5.0,-37.0,-32.0,14.0
92028,Switzerland,AG,2021-02-02,-41.0,-10.0,24.0,-38.0,-33.0,14.0
92029,Switzerland,AG,2021-02-03,-44.0,-13.0,-1.0,-38.0,-33.0,14.0
92030,Switzerland,AG,2021-02-04,-39.0,-2.0,33.0,-35.0,-30.0,13.0
92031,Switzerland,AG,2021-02-05,-42.0,-1.0,44.0,-34.0,-30.0,13.0
92032,Switzerland,AG,2021-02-06,-43.0,-4.0,37.0,-32.0,-19.0,8.0
92033,Switzerland,AG,2021-02-07,-62.0,-25.0,-13.0,-40.0,-24.0,8.0
92034,Switzerland,AG,2021-02-08,-40.0,-9.0,26.0,-35.0,-33.0,13.0
92035,Switzerland,AG,2021-02-09,-40.0,-7.0,21.0,-38.0,-34.0,14.0
92036,Switzerland,AG,2021-02-10,-44.0,-9.0,-6.0,-38.0,-33.0,14.0
92037,Switzerland,AG,2021-02-11,-41.0,-3.0,-2.0,-37.0,-32.0,14.0
92038,Switzerland,AG,2021-02-12,-45.0,1.0,2.0,-38.0,-32.0,15.0
92039,Switzerland,AG,2021-02-13,-45.0,0.0,15.0,-38.0,-20.0,10.0
92040,Switzerland,AG,2021-02-14,-51.0,-10.0,48.0,-28.0,-19.0,6.0
92041,Switzerland,AG,2021-02-15,-39.0,-6.0,16.0,-35.0,-29.0,14.0
92042,Switzerland,AG,2021-02-16,-36.0,-3.0,48.0,-33.0,-30.0,13.0
92043,Switzerland,AG,2021-02-17,-38.0,-1.0,54.0,-31.0,-28.0,12.0
92044,Switzerland,AG,2021-02-18,-36.0,4.0,24.0,-33.0,-26.0,13.0
92045,Switzerland,AG,2021-02-19,-39.0,6.0,45.0,-32.0,-26.0,13.0
92046,Switzerland,AG,2021-02-20,-38.0,2.0,95.0,-21.0,-15.0,8.0
92047,Switzerland,AG,2021-02-21,-41.0,11.0,120.0,-10.0,-15.0,4.0
92048,Switzerland,AG,2021-02-22,-33.0,3.0,71.0,-29.0,-26.0,12.0
92049,Switzerland,AG,2021-02-23,-32.0,0.0,86.0,-29.0,-26.0,12.0
92050,Switzerland,AG,2021-02-24,-34.0,1.0,77.0,-25.0,-25.0,11.0
92051,Switzerland,AG,2021-02-25,-30.0,12.0,77.0,-25.0,-23.0,11.0
92052,Switzerland,AG,2021-02-26,-34.0,13.0,59.0,-24.0,-23.0,12.0
92053,Switzerland,AG,2021-02-27,-35.0,7.0,51.0,-24.0,-14.0,9.0
92054,Switzerland,AG,2021-02-28,-42.0,3.0,93.0,-14.0,-15.0,5.0
92055,Switzerland,AG,2021-03-01,-11.0,11.0,73.0,-12.0,-21.0,9.0
92056,Switzerland,AG,2021-03-02,-14.0,6.0,93.0,-18.0,-23.0,10.0
92057,Switzerland,AG,2021-03-03,-16.0,7.0,56.0,-19.0,-23.0,10.0
92058,Switzerland,AG,2021-03-04,-16.0,13.0,44.0,-20.0,-19.0,10.0
92059,Switzerland,AG,2021-03-05,-23.0,11.0,14.0,-24.0,-20.0,12.0
92060,Switzerland,AG,2021-03-06,-15.0,9.0,61.0,-16.0,-8.0,7.0
92061,Switzerland,AG,2021-03-07,-43.0,11.0,35.0,-22.0,-13.0,6.0
92062,Switzerland,AG,2021-03-08,-12.0,10.0,78.0,-18.0,-21.0,10.0
92063,Switzerland,AG,2021-03-09,-17.0,7.0,69.0,-22.0,-23.0,10.0
92064,Switzerland,AG,2021-03-10,-16.0,8.0,82.0,-18.0,-21.0,9.0
92065,Switzerland,AG,2021-03-11,-20.0,11.0,12.0,-25.0,-20.0,11.0
92066,Switzerland,AG,2021-03-12,-21.0,14.0,54.0,-21.0,-19.0,11.0
92067,Switzerland,AG,2021-03-13,-18.0,6.0,9.0,-26.0,-10.0,9.0
92068,Switzerland,AG,2021-03-14,-57.0,-13.0,-27.0,-37.0,-18.0,8.0
92069,Switzerland,AG,2021-03-15,-20.0,3.0,20.0,-24.0,-21.0,11.0
92070,Switzerland,AG,2021-03-16,-19.0,5.0,35.0,-25.0,-22.0,11.0
92071,Switzerland,AG,2021-03-17,-22.0,4.0,16.0,-23.0,-21.0,11.0
92072,Switzerland,AG,2021-03-18,-19.0,15.0,31.0,-24.0,-18.0,11.0
92073,Switzerland,AG,2021-03-19,-23.0,14.0,45.0,-23.0,-18.0,12.0
92074,Switzerland,AG,2021-03-20,-17.0,10.0,51.0,-24.0,-6.0,8.0
92075,Switzerland,AG,2021-03-21,-50.0,-1.0,33.0,-26.0,-13.0,7.0
92076,Switzerland,AG,2021-03-22,-18.0,10.0,54.0,-22.0,-19.0,10.0
92077,Switzerland,AG,2021-03-23,-16.0,7.0,98.0,-21.0,-21.0,10.0
92078,Switzerland,AR,2020-02-15,8.0,5.0,,12.0,8.0,
92079,Switzerland,AR,2020-02-16,4.0,,,-3.0,,
92080,Switzerland,AR,2020-02-17,0.0,-3.0,,-4.0,2.0,
92081,Switzerland,AR,2020-02-18,4.0,3.0,,-3.0,1.0,
92082,Switzerland,AR,2020-02-19,-4.0,-5.0,,-5.0,0.0,
92083,Switzerland,AR,2020-02-20,0.0,-6.0,,-1.0,-1.0,
92084,Switzerland,AR,2020-02-21,8.0,-1.0,,2.0,1.0,
92085,Switzerland,AR,2020-02-22,1.0,2.0,,19.0,6.0,
92086,Switzerland,AR,2020-02-23,-32.0,,,-10.0,,
92087,Switzerland,AR,2020-02-24,-9.0,3.0,,-7.0,1.0,
92088,Switzerland,AR,2020-02-25,7.0,11.0,,-3.0,-1.0,
92089,Switzerland,AR,2020-02-26,-3.0,-2.0,,-2.0,-1.0,
92090,Switzerland,AR,2020-02-27,-3.0,7.0,,-7.0,-1.0,
92091,Switzerland,AR,2020-02-28,8.0,15.0,,-2.0,1.0,
92092,Switzerland,AR,2020-02-29,6.0,14.0,,7.0,12.0,
92093,Switzerland,AR,2020-03-01,4.0,,,3.0,,
92094,Switzerland,AR,2020-03-02,16.0,3.0,,4.0,-2.0,
92095,Switzerland,AR,2020-03-03,1.0,-6.0,,-4.0,0.0,
92096,Switzerland,AR,2020-03-04,8.0,2.0,,-1.0,-2.0,
92097,Switzerland,AR,2020-03-05,-4.0,-1.0,,-14.0,-1.0,
92098,Switzerland,AR,2020-03-06,-1.0,3.0,,-1.0,0.0,
92099,Switzerland,AR,2020-03-07,-5.0,8.0,,-7.0,4.0,
92100,Switzerland,AR,2020-03-08,-2.0,,,-6.0,,
92101,Switzerland,AR,2020-03-09,-14.0,-7.0,,-7.0,-1.0,
92102,Switzerland,AR,2020-03-10,-1.0,-3.0,,-10.0,-1.0,
92103,Switzerland,AR,2020-03-11,0.0,3.0,,-4.0,-1.0,
92104,Switzerland,AR,2020-03-12,3.0,10.0,,-7.0,-1.0,
92105,Switzerland,AR,2020-03-13,2.0,31.0,,-4.0,-1.0,
92106,Switzerland,AR,2020-03-14,4.0,33.0,,-13.0,2.0,
92107,Switzerland,AR,2020-03-15,-19.0,,,-8.0,,
92108,Switzerland,AR,2020-03-16,16.0,37.0,,-21.0,-12.0,
92109,Switzerland,AR,2020-03-17,-54.0,20.0,,-28.0,-19.0,
92110,Switzerland,AR,2020-03-18,-49.0,17.0,,-32.0,-26.0,
92111,Switzerland,AR,2020-03-19,-46.0,18.0,,-38.0,-28.0,
92112,Switzerland,AR,2020-03-20,-58.0,18.0,,-39.0,-28.0,
92113,Switzerland,AR,2020-03-21,-68.0,-5.0,,-54.0,-24.0,
92114,Switzerland,AR,2020-03-22,-70.0,,,-54.0,,
92115,Switzerland,AR,2020-03-23,-49.0,-4.0,,-45.0,-32.0,
92116,Switzerland,AR,2020-03-24,-55.0,-3.0,,-40.0,-35.0,
92117,Switzerland,AR,2020-03-25,-56.0,3.0,,-41.0,-35.0,
92118,Switzerland,AR,2020-03-26,-59.0,6.0,,-49.0,-36.0,
92119,Switzerland,AR,2020-03-27,-56.0,9.0,,-40.0,-33.0,
92120,Switzerland,AR,2020-03-28,-53.0,3.0,,-26.0,-29.0,
92121,Switzerland,AR,2020-03-29,-77.0,,,-60.0,,
92122,Switzerland,AR,2020-03-30,-56.0,-15.0,,-52.0,-33.0,
92123,Switzerland,AR,2020-03-31,-75.0,9.0,,-38.0,-32.0,
92124,Switzerland,AR,2020-04-01,-77.0,2.0,,-38.0,-35.0,
92125,Switzerland,AR,2020-04-02,-70.0,9.0,,-37.0,-35.0,
92126,Switzerland,AR,2020-04-03,-69.0,18.0,,-38.0,-33.0,
92127,Switzerland,AR,2020-04-04,-73.0,12.0,,-25.0,-29.0,
92128,Switzerland,AR,2020-04-05,-62.0,,,-27.0,,
92129,Switzerland,AR,2020-04-06,,,,-37.0,-34.0,
92130,Switzerland,AR,2020-04-07,,,,-35.0,-34.0,
92131,Switzerland,AR,2020-04-08,,,,-32.0,-34.0,
92132,Switzerland,AR,2020-04-09,,,,-34.0,-37.0,
92133,Switzerland,AR,2020-04-10,,,,-47.0,-84.0,
92134,Switzerland,AR,2020-04-11,,,,-21.0,-33.0,
92135,Switzerland,AR,2020-04-12,,,,-25.0,,
92136,Switzerland,AR,2020-04-13,,,,-47.0,-85.0,
92137,Switzerland,AR,2020-04-14,,,,-40.0,-34.0,
92138,Switzerland,AR,2020-04-15,,,,-31.0,-34.0,
92139,Switzerland,AR,2020-04-16,,,,-33.0,-35.0,
92140,Switzerland,AR,2020-04-17,,,,-28.0,-32.0,
92141,Switzerland,AR,2020-04-18,,,,-12.0,-27.0,
92142,Switzerland,AR,2020-04-19,,,,-21.0,,
92143,Switzerland,AR,2020-04-20,,,,-36.0,-28.0,
92144,Switzerland,AR,2020-04-21,,,,-32.0,-26.0,
92145,Switzerland,AR,2020-04-22,,,,-24.0,-28.0,
92146,Switzerland,AR,2020-04-23,,,,-29.0,-26.0,
92147,Switzerland,AR,2020-04-24,,,,-25.0,-29.0,
92148,Switzerland,AR,2020-04-25,,,,-21.0,-22.0,
92149,Switzerland,AR,2020-04-26,,,,-30.0,,
92150,Switzerland,AR,2020-04-27,,,,-23.0,-26.0,
92151,Switzerland,AR,2020-04-28,,,,-33.0,-26.0,
92152,Switzerland,AR,2020-04-29,,,,-35.0,-25.0,
92153,Switzerland,AR,2020-04-30,,,,-40.0,-26.0,
92154,Switzerland,AR,2020-05-01,,,,-36.0,-33.0,
92155,Switzerland,AR,2020-05-02,,,,-40.0,-19.0,
92156,Switzerland,AR,2020-05-03,,,,-14.0,,
92157,Switzerland,AR,2020-05-04,,,,-33.0,-24.0,
92158,Switzerland,AR,2020-05-05,,,,-35.0,-25.0,
92159,Switzerland,AR,2020-05-06,,,,-24.0,-24.0,
92160,Switzerland,AR,2020-05-07,,,,-19.0,-25.0,
92161,Switzerland,AR,2020-05-08,,,,-16.0,-22.0,
92162,Switzerland,AR,2020-05-09,,,,-14.0,-7.0,
92163,Switzerland,AR,2020-05-10,,,,-23.0,,
92164,Switzerland,AR,2020-05-11,,,,-31.0,-18.0,
92165,Switzerland,AR,2020-05-12,,,,-21.0,-15.0,
92166,Switzerland,AR,2020-05-13,,,,-32.0,-16.0,
92167,Switzerland,AR,2020-05-14,,,,-25.0,-19.0,
92168,Switzerland,AR,2020-05-15,,,,-21.0,-14.0,
92169,Switzerland,AR,2020-05-16,,,,-12.0,-3.0,
92170,Switzerland,AR,2020-05-17,,,,-8.0,,
92171,Switzerland,AR,2020-05-18,,,,-14.0,-17.0,
92172,Switzerland,AR,2020-05-19,,,,-5.0,-18.0,
92173,Switzerland,AR,2020-05-20,,,,-12.0,-20.0,
92174,Switzerland,AR,2020-05-21,,,,-16.0,-81.0,
92175,Switzerland,AR,2020-05-22,,,,-9.0,-50.0,
92176,Switzerland,AR,2020-05-23,,,,-27.0,-10.0,
92177,Switzerland,AR,2020-05-24,,,,-13.0,,
92178,Switzerland,AR,2020-05-25,,,,-8.0,-20.0,
92179,Switzerland,AR,2020-05-26,,,,-4.0,-15.0,
92180,Switzerland,AR,2020-05-27,,,,-11.0,-18.0,
92181,Switzerland,AR,2020-05-28,,,,-10.0,-19.0,
92182,Switzerland,AR,2020-05-29,,,,-2.0,-18.0,
92183,Switzerland,AR,2020-05-30,,,,6.0,6.0,
92184,Switzerland,AR,2020-05-31,,,,15.0,,
92185,Switzerland,AR,2020-06-01,,,,-13.0,-80.0,
92186,Switzerland,AR,2020-06-02,,,,-9.0,-14.0,
92187,Switzerland,AR,2020-06-03,,,,-11.0,-13.0,
92188,Switzerland,AR,2020-06-04,,,,-19.0,-14.0,
92189,Switzerland,AR,2020-06-05,,,,-13.0,-12.0,
92190,Switzerland,AR,2020-06-06,,,,-12.0,1.0,
92191,Switzerland,AR,2020-06-07,,,,-48.0,,
92192,Switzerland,AR,2020-06-08,,,,-16.0,-12.0,
92193,Switzerland,AR,2020-06-09,,,,-6.0,-12.0,
92194,Switzerland,AR,2020-06-10,,,,-18.0,-14.0,
92195,Switzerland,AR,2020-06-11,,,,-12.0,-18.0,
92196,Switzerland,AR,2020-06-12,,,,7.0,-10.0,
92197,Switzerland,AR,2020-06-13,,,,10.0,3.0,
92198,Switzerland,AR,2020-06-14,,,,-34.0,,
92199,Switzerland,AR,2020-06-15,,,,-8.0,-12.0,
92200,Switzerland,AR,2020-06-16,,,,-2.0,-10.0,
92201,Switzerland,AR,2020-06-17,,,,-17.0,-14.0,
92202,Switzerland,AR,2020-06-18,,,,-5.0,-14.0,
92203,Switzerland,AR,2020-06-19,,,,-9.0,-12.0,
92204,Switzerland,AR,2020-06-20,,,,7.0,8.0,
92205,Switzerland,AR,2020-06-21,,,,-4.0,,
92206,Switzerland,AR,2020-06-22,,,,-11.0,-14.0,
92207,Switzerland,AR,2020-06-23,,,,6.0,-16.0,
92208,Switzerland,AR,2020-06-24,,,,,-14.0,
92209,Switzerland,AR,2020-06-25,,,,-1.0,-13.0,
92210,Switzerland,AR,2020-06-26,,,,-6.0,-13.0,
92211,Switzerland,AR,2020-06-27,,,,4.0,8.0,
92212,Switzerland,AR,2020-06-28,,,,-9.0,,
92213,Switzerland,AR,2020-06-29,,,,-10.0,-9.0,
92214,Switzerland,AR,2020-06-30,,,,14.0,-11.0,
92215,Switzerland,AR,2020-07-01,,,,,-8.0,
92216,Switzerland,AR,2020-07-02,,,,-8.0,-12.0,
92217,Switzerland,AR,2020-07-03,,,,1.0,-7.0,
92218,Switzerland,AR,2020-07-04,,,,22.0,4.0,
92219,Switzerland,AR,2020-07-05,,,,8.0,,
92220,Switzerland,AR,2020-07-06,,,,-17.0,-19.0,
92221,Switzerland,AR,2020-07-07,,,,1.0,-17.0,
92222,Switzerland,AR,2020-07-08,,,,-13.0,-19.0,
92223,Switzerland,AR,2020-07-09,,,,-10.0,-20.0,
92224,Switzerland,AR,2020-07-10,,,,-7.0,-21.0,
92225,Switzerland,AR,2020-07-11,,,,-16.0,-9.0,
92226,Switzerland,AR,2020-07-12,,,,4.0,,
92227,Switzerland,AR,2020-07-13,,,,-8.0,-28.0,
92228,Switzerland,AR,2020-07-14,,,,-2.0,-26.0,
92229,Switzerland,AR,2020-07-15,,,,-29.0,-24.0,
92230,Switzerland,AR,2020-07-16,,,,-30.0,-31.0,
92231,Switzerland,AR,2020-07-17,,,,-17.0,-25.0,
92232,Switzerland,AR,2020-07-18,,,,12.0,-5.0,
92233,Switzerland,AR,2020-07-19,,,,1.0,,
92234,Switzerland,AR,2020-07-20,,,,-19.0,-38.0,
92235,Switzerland,AR,2020-07-21,,,,-15.0,-39.0,
92236,Switzerland,AR,2020-07-22,,,,-22.0,-37.0,
92237,Switzerland,AR,2020-07-23,,,,-20.0,-39.0,
92238,Switzerland,AR,2020-07-24,,,,-16.0,-37.0,
92239,Switzerland,AR,2020-07-25,,,,4.0,-9.0,
92240,Switzerland,AR,2020-07-26,,,,-14.0,,
92241,Switzerland,AR,2020-07-27,,,,-14.0,-42.0,
92242,Switzerland,AR,2020-07-28,,,,-16.0,-42.0,
92243,Switzerland,AR,2020-07-29,,,,-21.0,-42.0,
92244,Switzerland,AR,2020-07-30,,,,-14.0,-43.0,
92245,Switzerland,AR,2020-07-31,,,,-13.0,-39.0,
92246,Switzerland,AR,2020-08-01,,,,-3.0,-33.0,
92247,Switzerland,AR,2020-08-02,,,,-26.0,,
92248,Switzerland,AR,2020-08-03,,,,-26.0,-31.0,
92249,Switzerland,AR,2020-08-04,,,,-18.0,-31.0,
92250,Switzerland,AR,2020-08-05,,,,,-28.0,
92251,Switzerland,AR,2020-08-06,,,,-8.0,-28.0,
92252,Switzerland,AR,2020-08-07,,,,-6.0,-27.0,
92253,Switzerland,AR,2020-08-08,,,,8.0,-4.0,
92254,Switzerland,AR,2020-08-09,,,,1.0,,
92255,Switzerland,AR,2020-08-10,,,,-5.0,-17.0,
92256,Switzerland,AR,2020-08-11,,,,1.0,-16.0,
92257,Switzerland,AR,2020-08-12,,,,-2.0,-18.0,
92258,Switzerland,AR,2020-08-13,,,,-3.0,-17.0,
92259,Switzerland,AR,2020-08-14,,,,0.0,-12.0,
92260,Switzerland,AR,2020-08-15,,,,13.0,-1.0,
92261,Switzerland,AR,2020-08-16,,,,0.0,,
92262,Switzerland,AR,2020-09-11,,,,9.0,-11.0,
92263,Switzerland,AR,2020-09-12,,,,25.0,1.0,
92264,Switzerland,AR,2020-09-13,,,,23.0,,
92265,Switzerland,AR,2020-09-14,,,,7.0,-8.0,
92266,Switzerland,AR,2020-09-15,,,,13.0,-11.0,
92267,Switzerland,AR,2020-09-16,,,,-1.0,-11.0,
92268,Switzerland,AR,2020-09-17,,,,4.0,-13.0,
92269,Switzerland,AR,2020-09-18,,,,2.0,-8.0,
92270,Switzerland,AR,2020-09-19,,,,22.0,1.0,
92271,Switzerland,AR,2020-09-20,,,,9.0,,
92272,Switzerland,AR,2020-09-21,,,,-1.0,-11.0,
92273,Switzerland,AR,2020-09-22,,,,8.0,-12.0,
92274,Switzerland,AR,2020-09-23,,,,-6.0,-11.0,2.0
92275,Switzerland,AR,2020-09-24,,,,-4.0,-11.0,3.0
92276,Switzerland,AR,2020-09-25,,,,-6.0,-7.0,3.0
92277,Switzerland,AR,2020-09-26,,,,-17.0,7.0,
92278,Switzerland,AR,2020-09-27,,,,-13.0,,
92279,Switzerland,AR,2020-09-28,,,,-9.0,-17.0,3.0
92280,Switzerland,AR,2020-09-29,,,,-10.0,-18.0,4.0
92281,Switzerland,AR,2020-09-30,,,,-3.0,-18.0,2.0
92282,Switzerland,AR,2020-10-01,,,,-6.0,-17.0,3.0
92283,Switzerland,AR,2020-10-02,,,,-9.0,-13.0,3.0
92284,Switzerland,AR,2020-10-03,,,,-10.0,0.0,
92285,Switzerland,AR,2020-10-04,,,,-2.0,,
92286,Switzerland,AR,2020-10-05,,,,-13.0,-22.0,4.0
92287,Switzerland,AR,2020-10-06,,,,-12.0,-23.0,3.0
92288,Switzerland,AR,2020-10-07,,,,-23.0,-22.0,4.0
92289,Switzerland,AR,2020-10-08,,,,-10.0,-25.0,2.0
92290,Switzerland,AR,2020-10-09,,,,-5.0,-21.0,4.0
92291,Switzerland,AR,2020-10-10,,,,-26.0,-8.0,
92292,Switzerland,AR,2020-10-11,,,,-22.0,,
92293,Switzerland,AR,2020-10-12,,,,-21.0,-24.0,5.0
92294,Switzerland,AR,2020-10-13,,,,-7.0,-23.0,4.0
92295,Switzerland,AR,2020-10-14,,,,-12.0,-23.0,4.0
92296,Switzerland,AR,2020-10-15,,,,-23.0,-23.0,7.0
92297,Switzerland,AR,2020-10-16,,,,-21.0,-22.0,8.0
92298,Switzerland,AR,2020-10-17,,,,-17.0,-5.0,
92299,Switzerland,AR,2020-10-18,,,,-14.0,,
92300,Switzerland,AR,2020-10-19,,,,-6.0,-10.0,5.0
92301,Switzerland,AR,2020-10-20,,,,2.0,-13.0,3.0
92302,Switzerland,AR,2020-10-21,,,,-5.0,-16.0,5.0
92303,Switzerland,AR,2020-10-22,,,,-7.0,-15.0,5.0
92304,Switzerland,AR,2020-10-23,,,,-14.0,-9.0,8.0
92305,Switzerland,AR,2020-10-24,,,,-12.0,0.0,
92306,Switzerland,AR,2020-10-25,,,,19.0,,
92307,Switzerland,AR,2020-10-26,,,,-24.0,-14.0,9.0
92308,Switzerland,AR,2020-10-27,,,,-10.0,-13.0,6.0
92309,Switzerland,AR,2020-10-28,,,,-22.0,-17.0,8.0
92310,Switzerland,AR,2020-10-29,,,,-20.0,-17.0,10.0
92311,Switzerland,AR,2020-10-30,,,,-15.0,-11.0,10.0
92312,Switzerland,AR,2020-10-31,,,,3.0,-1.0,
92313,Switzerland,AR,2020-11-01,,,,-20.0,,
92314,Switzerland,AR,2020-11-02,,,,-11.0,-19.0,8.0
92315,Switzerland,AR,2020-11-03,,,,-17.0,-14.0,8.0
92316,Switzerland,AR,2020-11-04,,,,-26.0,-16.0,9.0
92317,Switzerland,AR,2020-11-05,,,,-19.0,-14.0,9.0
92318,Switzerland,AR,2020-11-06,,,,-14.0,-9.0,10.0
92319,Switzerland,AR,2020-11-07,,,,7.0,0.0,
92320,Switzerland,AR,2020-11-08,,,,20.0,,
92321,Switzerland,AR,2020-11-09,,,,-7.0,-10.0,8.0
92322,Switzerland,AR,2020-11-10,,,,-6.0,-13.0,8.0
92323,Switzerland,AR,2020-11-11,,,,-12.0,-11.0,7.0
92324,Switzerland,AR,2020-11-12,,,,-13.0,-13.0,9.0
92325,Switzerland,AR,2020-11-13,,,,-5.0,-7.0,8.0
92326,Switzerland,AR,2020-11-14,,,,4.0,7.0,
92327,Switzerland,AR,2020-11-15,,,,9.0,,
92328,Switzerland,AR,2020-11-16,,,,-21.0,-13.0,9.0
92329,Switzerland,AR,2020-11-17,,,,-8.0,-11.0,7.0
92330,Switzerland,AR,2020-11-18,,,,-5.0,-11.0,7.0
92331,Switzerland,AR,2020-11-19,,,,-26.0,-12.0,9.0
92332,Switzerland,AR,2020-11-20,,,,-20.0,-9.0,11.0
92333,Switzerland,AR,2020-11-21,,,,-8.0,-2.0,
92334,Switzerland,AR,2020-11-22,,,,-8.0,,
92335,Switzerland,AR,2020-11-23,,,,-20.0,-12.0,8.0
92336,Switzerland,AR,2020-11-24,,,,-9.0,-13.0,7.0
92337,Switzerland,AR,2020-11-25,,,,-6.0,-11.0,8.0
92338,Switzerland,AR,2020-11-26,,,,-5.0,-12.0,8.0
92339,Switzerland,AR,2020-11-27,,,,2.0,-9.0,9.0
92340,Switzerland,AR,2020-11-28,,,,-4.0,4.0,
92341,Switzerland,AR,2020-11-29,,,,-37.0,,
92342,Switzerland,AR,2020-11-30,,,,-20.0,-11.0,8.0
92343,Switzerland,AR,2020-12-01,,,,-10.0,-11.0,8.0
92344,Switzerland,AR,2020-12-02,,,,-25.0,-11.0,9.0
92345,Switzerland,AR,2020-12-03,,,,-15.0,-12.0,8.0
92346,Switzerland,AR,2020-12-04,,,,-17.0,-7.0,10.0
92347,Switzerland,AR,2020-12-05,,,,-20.0,1.0,
92348,Switzerland,AR,2020-12-06,,,,-25.0,,
92349,Switzerland,AR,2020-12-07,,,,-10.0,-12.0,9.0
92350,Switzerland,AR,2020-12-08,,,,-11.0,-12.0,8.0
92351,Switzerland,AR,2020-12-09,,,,-16.0,-12.0,9.0
92352,Switzerland,AR,2020-12-10,,,,-11.0,-12.0,8.0
92353,Switzerland,AR,2020-12-11,,,,-12.0,-8.0,10.0
